Prime Minister Narendra Modi met Her Majesty Queen Maxima of the Kingdom of the Netherlands today.	প্ৰধানমন্ত্ৰী নৰেন্দ্ৰ মোদীয়ে আজি নেদাৰলেণ্ডছৰ মহাৰাণী মহামহিম মেক্সিমাক সাক্ষাৎ কৰে৷
The Union Cabinet Chaired by Prime Minister Shri Narendra Modi has given its approval for signing of the Memorandum of Understanding (MoU) on cooperation in the field of regulation of medical products for human use amongst the medicine regulatory agencies of the BRICS countries.	প্ৰধানমন্ত্ৰী শ্ৰী নৰেন্দ্ৰ মোদীৰ অধ্যক্ষতাত অনুষ্ঠিত কেন্দ্ৰীয় কেবিনেটে মানৱ ব্যৱহাৰৰ বাবে চিকিৎসা সামগ্ৰীৰ অধিনিয়মৰ ক্ষেত্ৰত সহযোগৰ বাবে ব্ৰিকছ দেশৰ চিকিৎসা অধিনিয়ম এজেন্সীৰ মাজত বুজাবুজিৰ চুক্তিত অনুমোদন জনাইছে৷
The Prime Minister, Shri Narendra Modi has congratulated Arpinder Singh on winning Gold in Men’s Triple Jump event at the 18th Asian Games 2018 in Jakarta – Palembang, Indonesia.	প্ৰধানমন্ত্ৰী শ্ৰী নৰেন্দ্ৰ মোদীয়ে অষ্টাদশ এছিয়ান গেমছত পুৰুষৰ ট্ৰিপল জাম্পত স্বৰ্ণ পদক জয় কৰা অৰ্পিন্দৰ সিঙক অভিনন্দন জ্ঞাপন কৰে৷
The Union Cabinet chaired by the Prime Minister Shri Narendra Modi has approved the Memorandum of Understanding (MOU) between India and Iran in the field of Traditional Systems of Medicine.	প্ৰধানমন্ত্ৰী শ্ৰী নৰেন্দ্ৰ মোদীৰ অধ্যক্ষতাত অনুষ্ঠিত কেবিনেট বৈঠকত পৰম্পৰাগত চিকিৎসা পদ্ধতিৰ ক্ষেত্ৰত সহযোগিতা আগবঢ়োৱাৰ অৰ্থে ভাৰত আৰু ইৰাণৰ মাজত বুজাবুজি চুক্তি স্বাক্ষৰত অনুমোদন জনায়।
The MoU will enhance bilateral cooperation between the two countries in the areas of Traditional Systems of Medicine.	এই বুজাবুজি চুক্তিয়ে পৰম্পৰাগত চিকিৎসা পদ্ধতিৰ ক্ষেত্ৰত দুয়ো দেশৰ মাজৰ দ্বিপাক্ষিক সহযোগিতাক অধিক আগুৱাই নিব।
This will be of immense importance to both countries considering their shared cultural heritage.	এয়া দুয়ো দেশৰ মিলিত সাংস্কৃতিক ঐতিহ্যৰ বাবেও যথেষ্ট গুৰুত্বপূৰ্ণ হিচাপে বিবেচিত হ’ব।
India is blessed with well- developed systems of traditional medicine including medicinal plants, which hold tremendous potential in the global health scenario.	ঔষধি গছকে ধৰি বৈশ্বিক স্বাস্থ্যখণ্ডত অপৰিসীম সম্ভাৱনাৰে পৰিপূৰ্ণ পৰম্পৰাগত চিকিৎসা পদ্ধতিৰ ক্ষেত্ৰত ভাৰত অধিক আগবঢ়া।
India and Iran share several common features in their language. culture and traditions and also share a common legacy of using herbal medicines.	ভাৰত আৰু ইৰাণৰ মাজত ভাষা, সংস্কৃতি আৰু পৰম্পৰাৰ যথেষ্ট মিল আছে।
Both countries are having huge biodiversity and home for rare medicinal plants which are frequently used in Traditional Systems of Medicine.	দুয়োখন দেশৰ বিশাল পৰিসৰৰ জৈৱ-বৈচিত্ৰ আৰু বিৰল প্ৰজাতিৰ ঔষধি গছ আছে, যিবোৰ পৰম্পৰাগত চিকিৎসা পদ্ধতিৰ ক্ষেত্ৰত ব্যৱহাৰ কৰা হয়।
Moreover, Iran has endorsed the status of India as a true leader in the field of Traditional Systems of Medicine backed by huge and strong infrastructure and “State of the Art” production units.	তদুপৰি, ইৰাণে ভাৰত পৰম্পৰাগত চিকিৎসাৰ ক্ষেত্ৰত ভাৰতক এখন প্ৰকৃত আগশাৰীৰ দেশ হিচাপে অভিহিত কৰাৰ লগতে ব্যাপক আৰু শক্তিশালী আন্তঃগাঁথনিৰ লগতে ঔষধ উৎপাদনত অত্যাধূনিক ইউনিট স্থাপনত সহায় কৰিছে।
The Ministry of AYUSH, Government of India having the mandate to promote, propagate and globalize the Traditional Systems of Medicine including Ayurveda, Yoga and Naturopathy, Unani, Siddha, Sowa-Rigpa and Homoeopathy, has taken effective steps by entering into MoU with China, Malaysia, Trinidad & Tobago, Hungary, Bangladesh, Nepal, Mauritius and Mongolia for cooperation in Traditional Medicine.	ভাৰত চৰকাৰৰ আয়ুষ মন্ত্ৰালয়ে আয়ুৰ্বেদ, যোগ আৰু নেচাৰ’থেৰাপী, উনানী, সিদ্ধ, ছোৱা-ৰিগপা আৰু হোমিঅ’থেৰাপীকে ধৰি পৰম্পৰাগত চিকিৎসা পদ্ধতিৰ প্ৰচাৰ আৰু বৈশ্বিক মান প্ৰদানৰ বাবে ব্যৱস্থা গ্ৰহণ কৰি ইতিমধ্যে চীন, মালয়েছিয়া, ত্ৰিনিদাদ আৰু টবেগ’, হাংগেৰী, বাংলাদেশ, নেপাল, মৰিচাচ আৰু মংগোলিয়াৰ সৈতে সহযোগিতামুলক বুজাবুজি চুক্তি স্বাক্ষৰ কৰিছে।
The Union Cabinet chaired by Prime Minister Shri Narendra Modi was apprised of the Memorandum of Understanding (MoU) signed between India and Netherlands on technical cooperation in the field of Spatial Planning, Water Management and Mobility Management in April, 2018.	প্ৰধানমন্ত্ৰী শ্ৰী নৰেন্দ্ৰ মোদীৰ অধ্যক্ষতাত অনুষ্ঠিত কেবিনেট বৈঠকত স্থানিক পৰিকল্পনা, জল ব্যৱস্থাপনা আৰু চলমান ব্যৱস্থাপনাৰ ক্ষেত্ৰত ভাৰত আৰু নেদাৰলেণ্ডছৰ মাজত চলিত বৰ্ষৰ এপ্ৰিলত স্বাক্ষৰিত কাৰিকৰী সহযোগিতা সম্পৰ্কীয় বুজাবুজি চুক্তিৰ ম্যাদ সম্প্ৰসাৰণত অনুমোদন জনায়।
The objectives of this MoU are to promote and strengthen the collaboration between the signatories in the areas of Spatial Planning, Water Management and Mobility Management on the basis of equivalence, affordable housing, smart city development, geographical information system (GIS) for water supply & sewerage system, waste water reuse and recycle, conservation of fresh water by artificial recharge of aquifer, integrated solid waste management and heritage conservation and mutual benefit, taking into account the practical needs of both the countries.	সুলভ আবাস, স্মার্টচিটী উন্নয়ন বা জল সৰবৰাহ আৰু পেলোৱাৰ ব্যৱস্থা সম্পর্কে ভৌগোলিক তথ্য ব্যৱস্থা (জিআইএছ) গঠন আৰু পেলনীয়া পানীৰ পুনৰ ব্যৱহাৰৰ ক্ষেত্রত পৰিসৰভিত্তিক পৰিকল্পনা গঢ়ি তোলাৰ ক্ষেত্ৰত দুয়ো দেশৰ মাজত সহযোগিতা বৃদ্ধিৰ বাবে এই প্ৰচেষ্টা হাতত লোৱা হৈছে।
Under this MoU, a Joint Working Group (JWG) will be set up to strategize and implement programmes on cooperation under the framework of the MoU.	এই বুজাবুজি চুক্তিৰ জৰিয়তে এটি যুটীয়া কর্মী গোট গঠন কৰা হ’ব আৰু ই সেই বুজাবুজি চুক্তিৰ প্রস্তাবিত বিভিন্ন প্রকল্প বাস্তবায়িত কৰাত তদাৰক কৰিব।
The Joint Working Group will meet once in a year, alternately in the Netherlands and in India.	এই যুটীয়া কৰ্মী গোটটোৱে প্ৰতি বছৰে এবাৰ নেদাৰলেণ্ডত আৰু এবাৰ ভাৰতত বৈঠকত মিলিত হ’ব।
The MoU will promote bilateral cooperation in the field of Spatial Planning, Water Management and Mobility Management between the two countries.	এই বুজাবুজি চুক্তিৰ জৰিয়তে স্থানিক পৰিকল্পনা, জল ব্যৱস্থাপনা আৰু চলমান ব্যৱস্থাপনাৰ ক্ষেত্ৰত ভাৰত আৰু নেদাৰলেণ্ডছৰ মাজত সহযোগিতা বৃদ্ধি কৰিব।
