Prime Minister Narendra Modi met Her Majesty Queen Maxima of the Kingdom of the Netherlands today.	নতুন দিল্লিতে সোমবার প্রধানমন্ত্রী শ্রী নরেন্দ্র মোদীর সঙ্গে নেদারন্যান্ডসের মহারানী ম্যাক্সিমা সাক্ষাৎ করেন।
When this belief is based on the knowledge and has been tested on ideas then it becomes more acceptable.	এই বিশ্বাস জ্ঞানের অধিষ্ঠানে সঞ্জীবিত থাকলে, প্রত্যেক ভাবনা ও দর্শনকে আলোচনা-সমালোচনার কষ্টিপাথরে যাচাই হতে থাকলে এর স্বীকৃতি আরও বৃদ্ধি পায়।
It has been a continuous effort by the BHU.	বি এইচ ইউ’র মাধ্যমে এই প্রয়াস নিরন্তর জারি রয়েছে।
I heartily congratulate the students and their families, whom we got the opportunity to honor today.	আজ এখানে যে ছাত্রদের সম্মান জানানোর সুযোগ পেয়েছি, তাদের সকলকে এবং তাদের পরিবারের সদস্যদের আন্তরিক অভিনন্দন জানাই।
It is not the ceremony of the end of education and the biggest message of convocation ceremony is that if we have to achieve success in life, if we have to maintain ourselves with the changing trends of life then the first condition is that the student inside us should never fade, should never die.	জীবনে সাফল্য পেতে হলে পরিবর্তিত যুগের সঙ্গে নিজেকে মানিয়ে চলার প্রাথমিক শর্ত হল – আমাদের অন্তরের শিক্ষার্থী যেন কখনও মুষড়ে না পরে, কখনও মারা না যায়।
In this world, only one, who remains student till the end of his life, can achieve this vast creation and the countless dimensions of this huge arrangement.	তা হলেই আমরা এই বিশাল জগতের এক বিরাট ব্যবস্থার সংখ্য মাত্রাসমূহ অর্জন করতে পারবো।
Today when we are leaving from this convocation ceremony, we have a vast world in front of us.	এই সমাবর্তনের পর আমাদের সামনে বিশাল বিশ্ব উন্মুক্ত।
These are not common initiatives.	এটা সামান্য সূত্রপাত নয়।
When you were a student, your family, society, friends all were patting on your back to do good, go ahead, study more.	যতদিন ছাত্র ছিলেন, মা-বাবা আত্মীয় পরিজন সকলেই পিঠ চাপড়াতেন, ভালো করে পড়াশুনা করো, এগিয়ে যাও!
But as soon as you come with the certificate, the question arises – what will you do next?	কিন্তু এখনশংসাপত্র হাতে পেতেই প্রশ্ন উঠবে, এখন কী করবে?
There are many challenges before the country and the world.	দেশ ও দুনিয়ার সামনে অনেক সমস্যা রয়ে ছে।
Can India play any role to these challenges?	সেসব সমস্যার সামনে ভারত কোন্‌ ভূমিকা পালন করতে পারে?
Why not our institutions, our students dream of giving something to the mankind, to the world?	আমাদের এই বিশ্ববিদ্যালয়, আমাদের ছাত্রছাত্রীরা আগামী যুগে মানবজাতিকে, বিশ্বকে, কিছু দেওয়ার স্বপ্ন কেন দেখবো না?
He sees the God in plants, mother in river.	আমরা বৃক্ষে পরমাত্মা দেখি, নদীকে মা ভাবি।
This is the culture where exploitation of nature is treated as crime.	আমরা প্রকৃতিকে শোষণ করা অপরাধ বলে মনে করি, আমরা প্রকৃতি দোহনে বিশ্বাস করি।
Can the institutions of India, our scientists come forward with some new innovations to save the world from global warming?	আপনাদের মধ্যে থেকে কি নতুন কোনও আবিষ্কর্তা বৈজ্ঞানিক হয়ে উঠবেন, যিনি এই প্রকৃতিকে যথাযথভাবে দোহনের মাধ্যমে শোষণমুক্ত করতে পারবেন?
